Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","2.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.7","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","3","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","3.3","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","-17.1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","-20.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","-19.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","-14.2",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","-6.9",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","1.5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","5.2",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20162018","2016-2018","%","8.4",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","8.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20182020","2018-2020","%","10.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20092011","2009-2011","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20102012","2010-2012","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20112013","2011-2013","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20122014","2012-2014","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20132015","2013-2015","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20142016","2014-2016","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20152017","2015-2017","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20162018","2016-2018","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20182020","2018-2020","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20192021","2019-2021","%","14.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20092011","2009-2011","%","8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20102012","2010-2012","%","8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20112013","2011-2013","%","7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20122014","2012-2014","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20132015","2013-2015","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20142016","2014-2016","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20152017","2015-2017","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20162018","2016-2018","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20182020","2018-2020","%","5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20192021","2019-2021","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2010","2010","Index","0.15",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2011","2011","Index","0.19",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2012","2012","Index","0.27",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2013","2013","Index","0.25",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2014","2014","Index","-0.02",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2015","2015","Index","0.07",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2016","2016","Index","0.23",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","Index","0.23",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","Index","0.06",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","Index","0.03",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","Index","-0.08",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2010","2010","1000 I$","4.1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2011","2011","1000 I$","4.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2012","2012","1000 I$","4.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2013","2013","1000 I$","8.8",""
